time	V(a)	I(I1)
3.004574498896893e-005	-6.535884e-004	0.000000e+000
3.005739096183471e-005	-5.883613e-004	0.000000e+000
3.007759571644949e-005	-4.927020e-004	0.000000e+000
3.011800522567904e-005	-3.445510e-004	0.000000e+000
3.016355801910262e-005	-2.248767e-004	0.000000e+000
3.020680716373964e-005	-1.486887e-004	0.000000e+000
3.024714424583083e-005	-1.013359e-004	0.000000e+000
3.028777450462051e-005	-6.910523e-005	0.000000e+000
3.032860162086068e-005	-4.704145e-005	0.000000e+000
3.036991349352399e-005	-3.186438e-005	0.000000e+000
3.041094589425494e-005	-2.163041e-005	0.000000e+000
3.045208814034103e-005	-1.467113e-005	0.000000e+000
3.049307831185509e-005	-9.964736e-006	0.000000e+000
3.053419175403942e-005	-6.761089e-006	0.000000e+000
3.057522845256251e-005	-4.590277e-006	0.000000e+000
3.061632516436332e-005	-3.114874e-006	0.000000e+000
3.065737832286719e-005	-2.114453e-006	0.000000e+000
3.069845616624724e-005	-1.435068e-006	0.000000e+000
3.073952298837498e-005	-9.740583e-007	0.000000e+000
3.078060424356307e-005	-6.610587e-007	0.000000e+000
3.082167382906851e-005	-4.486816e-007	0.000000e+000
3.086275108774611e-005	-3.045150e-007	0.000000e+000
3.090382214353154e-005	-2.066819e-007	0.000000e+000
3.094489789672050e-005	-1.402745e-007	0.000000e+000
3.098597060214066e-005	-9.520640e-008	0.000000e+000
3.102704514053008e-005	-6.461702e-008	0.000000e+000
3.106811885616553e-005	-4.385615e-008	0.000000e+000
3.110919247892810e-005	-2.976561e-008	0.000000e+000
3.115026696525669e-005	-2.020205e-008	0.000000e+000
3.119133993588070e-005	-1.371141e-008	0.000000e+000
3.123241498891448e-005	-9.305950e-009	0.000000e+000
3.127348747061019e-005	-6.319892e-009	0.000000e+000
3.131536686348576e-005	-4.286450e-009	0.000000e+000
3.136570423825584e-005	-2.701797e-009	0.000000e+000
3.142173281345923e-005	-1.614633e-009	0.000000e+000
3.148931301080388e-005	-8.703397e-010	0.000000e+000
3.156694635419208e-005	-4.279521e-010	0.000000e+000
3.176454783658372e-005	-6.339550e-011	0.000000e+000
4.000000000000000e-005	0.000000e+000	0.000000e+000
4.000000189797025e-005	-1.896163e-004	1.897970e-003
4.000000569391076e-005	-5.686608e-004	5.693911e-003
4.000000925139555e-005	-9.235840e-004	9.251395e-003
4.000001358448438e-005	-1.355295e-003	1.358448e-002
4.000002225066206e-005	-2.217037e-003	2.225066e-002
4.000003455238942e-005	-3.436981e-003	3.455239e-002
4.000004942702107e-005	-4.907169e-003	4.942702e-002
4.000006297901829e-005	-6.241532e-003	6.297902e-002
4.000007878349430e-005	-7.791007e-003	7.878350e-002
4.000009826248218e-005	-9.691294e-003	9.826248e-002
4.000012293011932e-005	-1.208312e-002	1.229301e-001
4.000015357353517e-005	-1.503177e-002	1.535735e-001
4.000019207833566e-005	-1.870169e-002	1.920783e-001
4.000024003571098e-005	-2.321830e-002	2.400357e-001
4.000030026285464e-005	-2.880643e-002	3.002629e-001
4.000037556118036e-005	-3.566355e-002	3.755612e-001
4.000047024608061e-005	-4.408645e-002	4.702461e-001
4.000058912110433e-005	-5.435476e-002	5.891211e-001
4.000073908813002e-005	-6.693439e-002	7.390881e-001
4.000081064838932e-005	-7.278213e-002	8.106484e-001
4.000085687948139e-005	-7.647938e-002	8.568795e-001
4.000090753781586e-005	-8.046035e-002	9.075378e-001
4.000100000000000e-005	-8.763445e-002	1.000000e+000
4.000106472352890e-005	-7.972915e-002	9.352764e-001
4.000113869327620e-005	-7.090046e-002	8.613067e-001
4.000128663277082e-005	-5.388188e-002	7.133672e-001
4.000158251176006e-005	-2.121597e-002	4.174882e-001
4.000167449618734e-005	-1.151606e-002	3.255038e-001
4.000181603114545e-005	2.699280e-003	1.839689e-001
